name,price,rpm,noise_level,color,size
Prolimatech Megahalems Rev.B,,,,,
Enermax ETS-T40-TB,59.99,"800,1800","10,21",,
TUNIQ Tower 120 Extreme,,"1000,2000","16,20",,
SilenX EFZ-80HA3,32.54,2200,"8,24",,
Thermaltake Water 3.0 Extreme,,"1000,2000",20,,240
Thermalright Macho Rev.A.,,"900,1300","17,21",,
ARCTIC Freezer i11,,"500,2000",22.5,,
RAIJINTEK TRITON,,"1000,2600","21.6,36.6",,240
Deepcool CAPTAIN 360,,"600,2200","17.6,39.29",,360
CRYORIG A40,,"600,2200","13,37",,240
Thermaltake Water 3.0 Riing RGB 240,,"800,1500",26.4,,240
Reeven Vanxie,,"800,3300","8.2,32.5",,
Deepcool CAPTAIN 120EX WHITE,,"500,1800","17.6,31.3",,120
RAIJINTEK TISIS CORE EDITION,,,0,,
OcUK 240mm Extreme,,,,,240
ARCTIC Freezer 33 eSports Edition (Black/Red),,"200,1800",24.4,,
ARCTIC Freezer 33 Plus,,,22.5,,
Deepcool CAPTAIN 240EX RGB WH,,"500,1800","17.6,31.3",White / Black,240
ID-COOLING FROSTFLOW+ 120 SNOW,,"700,1500","18,26.4",White,120
RAIJINTEK PALLAS 120 RGB,,"200,1400",28.43,Black,
Gelid Solutions Phantom,,"750,1600","12,26.7",Black / Silver,
upHere CCF150ARGB,,"600,1800","16.1,27.7",Black,
Scythe Mugen 5,,"300,1500","4,29.75",,
RAIJINTEK THEMIS BLACK,,"1000,1500",24.53,Black / Silver,
ID-COOLING SE-207,,"700,1800","18,35.2",Black / White,
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",Black,360
Thermalright AXP-90R,,2700,22.4,Orange / Red,
Enermax AQUAFUSION 360,,"500,2000","17,32.6",Black,360
Alpenföhn Glacier Water 240,,"500,1600",23.5,Black,240
Fractal Design Lumen S36,,"500,2000","10,33.2",Black,360
ARCTIC Liquid Freezer II 360 RGB,,"200,1800",22.5,Black,360
Thermalright AXP-90i FULL Copper,,2700,22.4,Orange / Brown,
ID-COOLING SE-224-XT BLACK V2,,"700,1800","15.2,35.2",,
In Win BR24,114.68,"400,1800",35.5,Black / White,240
In Win BR36,123.4,"400,1800",35.5,Black / White,360
Jonsbo PISA A5,,"800,1850",36.8,Gray,
Inter-Tech ALSEYE H120,,"800,2000","13.5,35.2",Black,120
Inter-Tech ALSEYE H240,,"800,2000","13.5,35.2",Black,240
Thermalright Frozen Magic EX,,1850,29.6,Black,240
Valkyrie SYN,,"800,2150",29,White / Blue,240
Enermax LIQMAX III RGB,,"500,1600","14,27",Black,240
ID-COOLING FX360 ARGB,,"500,1800",35.2,White,360
ID-COOLING SE-207-XT ARGB,,"500,1500",30.5,Black,
YEYIAN VATN 120 ARGB,,"800,2000","25,32",Black,120
Thermalright Mjolnir Vision 360 ARGB,,2150,27,Black,360
Asus ProArt LC 360,,,"0,39.5",Black,360
RAIJINTEK JUNO PRO RBW,,"400,1800",28,Black,
Evercool EC-NK804A-925EP,19.48,2750,28.2,,
Alphacool Eisbaer 280,,1100,29.4,Black / Blue,280
Deepcool CASTLE 240EX,,"500,1800",32.1,Black,240
Alphacool Eisbaer Aurora 280,154.45,"600,1500",,Black,280
Silverstone IceGem 360,245.56,"600,2200","7.3,36.6",Black,360
Prolimatech PRO-GNSS-BK,,,0,,
Thermaltake NiC C5,,"1000,2000","20,39.9",,
Alphacool Eisbaer 240,119.5,"550,1700",29,Black,240
ARCTIC Freezer 50 TR (w/ARGB Controller),,"200,1800",23.5,Black,
Thermaltake TOUGHAIR 510,64.98,"500,1200",23.6,Teal,
Thermalright Frozen Guardian,,2150,27,Black,360
Thermaltake TH240 V2 Ultra EX ARGB Sync,,,,Black,240
Thermalright Frozen Warframe ARGB,,1750,29.8,White,420
Cooler Master DK9-7E52A-0L-GP,42.99,3200,25.17,,
Xigmatek EP-CD903,,"1200,2500",28,,
ARCTIC Freezer 13 Pro,,"300,1350",,,
ARCTIC Freezer 13 Limited Edition,,"600,2000",,,
Prolimatech PRO-GNSS,,"800,1600",,,
Phanteks PH-TC14PE,,"700,1200","13.4,19",,
Cooler Master X6 Elite,,"600,1800","9,34.6",,
Cooler Master Seidon 120XL,,"600,2400","19,40",,120
Zalman FX100,,,0,,
Dynatron R14,42.95,"1500,7000","16,47.5",,
Cooler Master Nepton 140XL,,2000,"21,39",,140
Titan TTC-NC85TZ(RB),48.89,"210,2100",28.8,,
Intel BXRTS2011AC,,"1000,3000",,,
Thermalright Silver Arrow IB-E Extreme,,"600,2500","21,45",,
ID-COOLING IS-VC45,,"600,2500","14,33",,
Cooler Master MasterLiquid Pro 120,,"500,2000","6,30",,120
Reeven Justice,60.04,"300,1500","4,29.8",,
Thermaltake Riing Silent 12 Pro Blue,,"300,1400","12,19",,
Deepcool ICE BLADE PRO V2.0,,"900,1500","17.8,30",,
Thermaltake Engine 27,,"1500,2500","13,25",,
Alpenföhn Silvretta,,"800,2800",,,
Enermax LiqTech TR4 360,,"500,2300","14,28",,360
ARCTIC Freezer 33 TR (Black/White),,"200,1800",24.4,,
GAMDIAS CHIONE E1A-120R,,"1200,1500",,Black,120
Cooler Master MA410P TUF Gaming Edition,,"650,2000",,Yellow / Black,
Akasa Nero 3,,"500,1500",24.6,Black / Silver,
Gelid Solutions Phantom Black,,"750,1600","12,26.7",Black / Silver,
upHere AC12BE,,"600,1750","16.1,27.7",Black,
Alpenföhn Brocken 3,,"400,1050",22,Black,
Alpenföhn Glacier Water 280,,"500,2000",36.4,Black,280
Silverstone IceGem 240P,,"600,2200","7.3,36.6",Black,240
MSI MAG CORELIQUID R,,"500,2000","14.3,34.3",Black,120
Thermalright Ultra120EX REV.4,,2150,28.1,White,
Thermaltake Engine 17,,"1500,2500","11,23",Silver,
Cooler Master Hyper 212 RGB,,"650,1800","8,27",,
Thermalright TA120 EX,,1850,29.6,Silver / Gray,
Thermalright Frozen Magic 240,,1500,25.6,Black,240
Noua Jotun,,1800,23,Black / Silver,
Inter-Tech ALSEYE X240,,1600,35.6,Gray / Black,240
Thermaltake TOUGHLIQUID ARGB,,"500,2500",28.1,Black,360
ID-COOLING DASHFLOW XT,,"900,2000",32.5,Black,360
ID-COOLING FX240,,"700,1800",35.2,White,240
ID-COOLING SE-902-SD V3,,2000,23.1,Black / Silver,
ID-COOLING SE-903-XT-ARGB,,"500,2200",25.8,White,
GAMDIAS BOREAS M2-51D,,"800,1800","10,32",Black,
GAMDIAS BOREAS E2-41D,,"800,1800","10,32",Black,
TRYX PANORAMA,319.99,"500,1650",32,Black,280
Asus Prime LC 240 ARGB,,"600,2200",,Black,240
Silverstone NT06-PRO-V2,81.17,"1000,2200",,Silver / Black,
Gelid Solutions Slimhero,,"750,1600","12,25.4",,
Thermaltake Frio Silent 14,44.98,"700,1200","12,19.3",,
Thermaltake CLP0552,29.98,"800,1700",22,,
Antec KUHLER H2O 950,65,,,,120
Silverstone AR11,45.99,"1200,3000","19.3,44.5",Black / Silver,
Thermalright ARO-M14G,136.29,"300,1300","15,21",,
GAMDIAS CHIONE M1,96.37,"600,1200",,Black,280
Dynatron R27,43.95,"1000,3800","16,43.4",,
Scythe Kotetsu,,"400,1400","5.3,28",,
Thermalright ARO-M14O,94.79,"300,1300","15,21",Orange / Silver,
Gelid Solutions Sirocco,,"750,2000",40.4,Black / Silver,
Akasa X4,,"600,2500","17,29.5",Black / Silver,
Deepcool UL551 RGB,,"500,1800",26.8,Black,
Noua Siberus TR241,,"800,1800","25,32",White,240
Zalman CNPS10X Performa,,"900,2000","17,24",Silver / Black,
Thermaltake CL-P0326,,4200,44,,
Cooler Master Hyper 612,,"600,2000","9,36",,
NZXT HAVIK 120,,"1200,1500","18,22",,
NZXT Respire T20,,"1300,1800","26.5,34",,
Evercool HPO-12025,,"1400,2200","16,38",,
Enermax Liqtech 240,,2500,30,,240
Thermalright SILVER ARROW IB-E,,"900,1300","21,25",,
Thermaltake Water 3.0 Extreme S,,"1000,2000",20,,240
Prolimatech Basic 65,,"600,1600",,,
Masscool 5T568S1H3,,4200,31.8,,
Enermax Liqmax II 120,,"500,2000","16,35",,120
Enermax Liqmax II 240,,"500,2000","16,35",,240
Deepcool ASSASSIN II,,"300,1400","17.8,27.3",,
Enermax ETS-T40F-W,,2200,27,,
Scythe FUMA,,"300,1400","13,28",,
Cooler Master MasterAir Pro 3,,"650,3000","6,30",,
Alpenföhn Matterhorn Rev. C – Black Edition,,"500,1500",18.2,,
ARCTIC Freezer 12 CO,,,22.5,,
Cooler Master MasterAir MA620P TUF Gaming Edition,,"600,1800","6,31",Black / Yellow,
Deepcool Castle 280 RGB,,"500,1800","19.8,35.4",Black,280
Antec Mercury 240,,"900,1800",30,Black / White,240
CRYORIG H7 Plus,,"300,1600",25,Black / Silver,
ID-COOLING Chromaflow240,,"900,2000","16.3,33.5",Black,240
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,"650,2000","8,30",Black,
Jonsbo CR-201 HIVES (Black),,"800,1500","18.5,30.8",Black,
CRYORIG C7G,,"600,2500",30,Black / Silver,
CRYORIG C7 RGB,,"600,2500",30,White,
GameMax Iceberg 120 ARGB,,1100,25,Black,120
Zalman CNPS10X Optima II,,"800,1500",27,White,
Rosewill PB120,,"600,1800",34.1,Black,120
Enermax Liqtech II 240,,"500,2300","14,28",Black,240
Enermax Liqfusion 360,,"500,2000","14,28",Black,360
Enermax Aquafusion 120,,"500,2000","17,32.6",Black,120
Silverstone HE01-V2,,"500,2000","18,41",Silver / Black,
Deepcool Neptwin RGB,,"500,1500",27,Black / Silver,
ARCTIC Freezer A13 X CO,,"300,2000",,Black / White,
RAIJINTEK Orcus 360,,"800,1800",23,Black,360
Cougar AQUA,,"600,1800",35,Black,120
Fractal Design Lumen S28 RGB,,"500,1700","10,35.5",Black,280
Iceberg Thermal IceSLEET G4 OC,40.2,"600,1400",22.5,Teal / Silver,
MSI MAG CORELIQUID RH,,"500,2000","14.3,34.3",Black,360
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",White,
Thermaltake Water 3.0 Riing Red 140,,"400,1500","18.5,26.4",Black / Red,140
ID-COOLING DK-03A RGB PWM,,"500,1800","14.2,25.6",,
ID-COOLING SE-224-XT ARGB DUET,,"500,1500","13.8,30.5",,
ID-COOLING SE-234-ARGB V2,,"500,1500","13.8,30.5",,
ID-COOLING SE-902-SD,,2000,23.1,,
ID-COOLING SE-902-SD V2,,2000,23.1,,
ID-COOLING ICEFLOW 240 ARGB SNOW,,"900,2000","16,31.5",White,240
Jonsbo PISA A4,,"800,1850",36.8,Gray,
Jonsbo CR-1100,,"600,1500","18,31",Gray / Black,
Jonsbo CR-1400,,"900,2300","20,30.5",White,
Dynatron Q12,39.95,,"16,35.98",,
Valkyrie DRAGONFANG,,"800,2150",29,Black,240
ID-COOLING SE-903-XT,,"500,2200",25.8,White,
Cooler Master MasterLiquid 360L Core SF6 Luke,,"650,1750",27.2,White / Orange,360
ARCTIC Liquid Freezer II 280 RGB,,"200,1900",22.5,Black,280
Prolimatech PRO-ARMGD,,,,,
RAIJINTEK JUNO-X,,"1200,2500",26,Red / Black,
Dynatron K199,36.95,"1000,5000","20.71,51.7",,
Zalman CNPS16X,75.48,"800,1500",27,Black,
Alpenföhn Dolomit Advanced,,"500,1600",23.5,Black,
TRYX PANORAMA,319.99,"500,1650",32,White,280
Thermaltake Frio,,"1200,2500","20,43",,
Zalman CNPS9700 LED,,"1250,2800","19.5,35",,
Rosewill RCX-Z775-LP,,"600,2600","16,24.5",,
Rosewill RCX-Z90-CP,,"600,3000","13.5,26.5",,
Scythe Shuriken Rev. B 3,,"650,2200","10.5,31.67",,
Xigmatek EP-CD901,,"1200,2500",28,,
Noctua NH-U9DX 1366,,"1000,1600","7.9,17.6",,
Xigmatek Prime SD1484,,"800,1200",18,,
Corsair H80,,"1300,2500","22,39",,120
ARCTIC Alpine 11 GT Rev. 2,,"500,2000",,,
Cooler Master GeminII S524,,"800,1800","15.1,31.6",,
Evercool HPM-12025,43,"800,2500","15,35",,
Prolimatech PRO-MGH-C,,,26,,
Cooler Master TPC 812,,"600,2400","19,40",,
Thermaltake Water 2.0 Performer,,"1200,2000","10,27.36",,120
Phanteks PH-TC14CS,,"700,1200","13.4,19",,
Zalman ZM-CNPS14X,,"950,1350","17,21",,
Thermaltake Contac 16,,2400,30,,
Thermaltake A1964,,5500,,,
ARCTIC Freezer i30 Extreme,,"400,1350",,,
Scythe SCMG-3100,,"300,1600","9.6,32.15",,
Phanteks PH-TC14PE_BK,,"900,1200","13.4,19",,
NZXT Respire T40,,"1300,1800","26.5,34",,
Phanteks PH-TC12DX_BK,,"600,1800","21.9,27.6",,
Thermalright Silver Arrow Extreme,,"600,2500","21,45",,
Zalman CNPS80F,,2500,23.8,,
Scythe Ashura,,"500,1300","13,30.7",,
Silverstone NT06-PRO,,"1000,2200",,,
Thermalright Macho-120,,"900,1300","17,21",,
Masscool 8W2002B1M4,,"800,2800","20,34",,
Thermalright HR-22,,,,,
Swiftech H220-X,,"800,1800","16,33",,240
Deepcool CAPTAIN 120,,"600,2200","17.6,39.29",,120
Swiftech H240-X,,"700,1800","8.3,28.8",,280
Gelid Solutions SnowStorm,,"900,2200","10,24.1",,
Fractal Design Kelvin S24,,"800,1700",26.9,,240
Fractal Design Kelvin T12,,"800,1700",26.9,,120
Phanteks PH-TC14S_BK,,"500,1600",25.3,,
Cooler Master Blizzard T2,,2200,30,,
Thermalright Macho Rev.A(BW),,"300,1300","15,21",,
ARCTIC Freezer i30,,"400,1350",22.5,,
Thermaltake Water 3.0 Performer C + LNC,,"1200,2000",27.36,,120
CRYORIG A80,,"600,1850","13,38",,280
Silverstone NT01-PRO,,,0,,
ARCTIC Freezer i32 CO,,,,,
Deepcool Maelstrom 120T RF,,"600,1800","17.8,34.1",,120
Deepcool Maelstrom 240,,"600,2200","17.6,39.3",,240
RAIJINTEK EREBOSS CORE EDITION,,,0,,
Cooler Master MasterAir Pro 4,,"650,2000","6,30",,
Alpenföhn Brocken 2 PCGH,,700,18.5,,
ARCTIC Freezer 33 eSports ONE (Black/Green),,"200,1800",24.4,,
Antec Mercury 120 RGB,,"900,1800",36,Black / White,120
Antec Mercury 360,,"900,1800",30,Black / White,360
LEPA NEOllusion-RGB M/B Sync,,"400,1800","14,33",Black,
Alphacool EISBAER LT120,,"550,1700",29,Black,120
SilentiumPC Navis RGB 120,,"800,2300",,Black,120
ARCTIC Alpine AM4 LP,,"100,2000",,Black / White,
Deepcool Captain 240 Pro,,"500,1800",30,Black,240
Deepcool GAMMAXX GT TGA,,"500,1500","17.8,27",Black / Silver,
Jonsbo HP-400,,"800,3000","14,33",Blue / White,
ID-COOLING AURAFLOW X,,"700,1800","18,35.2",Black,120
upHere CC1201 Red,,"600,1700","16.1,27.7",Black / White,120
upHere CC120RGB,,"600,1700","16.1,27.7",Black / White,120
upHere CC2401-usa,,"600,1700","16.1,27.7",Black,240
Rosewill ROCC-17001,,"1500,2500","13,25",Silver,
SilentiumPC Navis RGB 360,,"500,1600",,Black / White,360
In Win SR24,125.85,"500,2500",23,Black,240
In Win SR36,,"500,2500",23,Black,360
Enermax AQUAFUSION,,"500,2000","17,32.6",White,240
ID-COOLING SE-224-XT ARGB V2,,"900,2000","16.2,31.5",,
Alpenföhn Glacier Water 360,,"500,1600",23.5,Black,360
Thermalright Assassin King 120 Plus,,1500,25.6,Black / Silver,
Fractal Design Lumen S24,,"500,2000","10,33.2",Black,240
Vetroo darkstorm M2,,1600,26,Black,
ID-COOLING SE-226-XT,,"500,1500","13.8,30.5",White,
ID-COOLING DK-15 PWM,,"600,2000","14.2,26.5",,
ID-COOLING DK-03 RAINBOW,,"500,1800","14.2,25.6",,
Thermalright Frozen Magic 360,,1500,25.6,Black,360
Noua Siberus Pro 120,,"800,1800",32,Black,120
Noua Siberus Pro 240,,"800,1800",32,Black,240
Noua Blizzard,,2200,23.4,Silver / Black,
Noua Numb,,"800,1600",29,Black,
Inter-Tech ALSEYE MAX 120,,"600,1800","16.5,32.5",Black,120
Inter-Tech ALSEYE X360,,1600,35.6,Gray / Black,360
GameMax Iceberg 120 Rainbow,,"600,1800","25,32",Black,120
Thermalright TA120 EX Black,,1850,29.6,Black,
ID-COOLING FROZN A400 ARGB,,"600,2200",25.8,Black,
ID-COOLING FX240,,"700,1800",35.2,Black,240
ID-COOLING SE-206-XT,,"700,1800",35.2,White,
ID-COOLING SE-213X-R,,"500,1800",28,Black / Red,
ID-COOLING SE-225-XT,,"700,1800","15.2,35.2",Black / Silver,
ID-COOLING SE-902X-B,,"600,2200",23.8,Black / Blue,
Deepcool AG620 Digital ARGB,,"300,1950",29.4,White,
Zalman ALPHA2 A36,,"600,2000",29.7,White,360
Xilence LQ360G.W.ARGB,,"500,1500","18,30.2",White,360
Silverstone Argon AR10-115XS,37.99,"500,4000","18.07,39.03",,
ID-COOLING SE-206-XT,,"700,1800",35.2,Black / Silver,
Silverstone Argon AR10-115XP,43.99,"500,4000","18.07,39.03",,
RAIJINTEK Orcus 360 RGW,83.62,"400,1800",28,Black,360
Thermalright Frozen Magic ARGB,,1500,25.6,White,240
Cooler Master MasterLiquid Mirror,,"650,1800","8,27",,360
Cooler Master Hyper N520,,,19,,
Cooler Master V10 Hybrid TEC,,"800,2400",17,,
Cooler Master RR-H101-22FK-RI,,2200,22,,
Cooler Master S2N-PLMHS-07-GP,,,0,,
Dynatron T195,,"1000,5000","20.5,49.8",,
Zalman CNPS7000C-AlCu,,"1350,2400","17,24",,
Evercool HPH-9525CU,25.99,1800,20,,
Xigmatek Thors Hammer,,,0,,
Silverstone NT07-1156,,"1200,3000","15,38",,
Xigmatek Aegir SD128264,,"1000,2200",20,,
Evercool NI01-9525EP,,2600,33,,
Thermaltake Frio OCK,,"1200,2100","21,48",,
Thermaltake CL-P0101,,"600,3700","15,46.5",,
Thermalright Venomous X - RT,,1300,24.1,,
Corsair H70 Core,,,,,120
Enermax ETD-T60-TB,,"800,1800","10,21",,
Enermax ETS-T40-TA,,"800,1800","16,21",,
Zalman CNPS9500A-LED,,"1350,2600","18,27.5",,
NZXT HAVIK 140,,1200,25,,
Nexus LOW-7000 R2,,"500,2000","15,24",,
Logisys MC4002IW,,"500,1500","17.8,27.6",,
Thermaltake Water 2.0 Extreme,,"1200,2000",27.36,,240
SilenX EFZ-120HA5,,1600,"8,24",,
Scythe SCKTN-4000,,"300,2500","7.2,31.07",,
Thermaltake CLP0587,74.98,"1200,1800",39,,
Dynatron R13,47.95,"1100,6000","19.1,53.8",,
Zalman LQ-320,,"900,2000",,,120
Zalman LQ-310,,"900,2000",,,120
Phanteks PH-TC12DX_BL,,"600,1800","21.9,27.6",,
Cooler Master RR-T612-20PK-R1,,2000,"9,36",,
Cooler Master RR-T812-24PK-R2,,"600,2400","19,40",,
Silverstone AR01,,"1000,2200","16.39,33.5",,
Thermaltake Water 3.0 Pro,,"1000,2000",20,,120
be quiet! Shadow Rock Pro SR1,,1500,"7.8,21.4",,
Enermax ETS-T40-W,,2200,31.2,,
Dynatron K17,41.95,"1000,2500","17,31.92",,
Xigmatek Janus LD1266,,1200,"19.2,22.4",,
CRYORIG C1,,"700,1300",24,,
Thermalright MACHO 120 REV.A,,"600,1300",25.4,,
Thermalright TRUE Spirit 90M Rev.A,,"800,2000",27,,
RAIJINTEK THEMIS Evo,44.97,"1000,1500",24.53,,
LEPA LPALV12-BK,,2200,23,,
Scythe Ashura Shadow,,"500,1300","13,30.7",,
Deepcool LUCIFER,,"700,1400","17.8,31.1",,
RAIJINTEK TRITON GREEN,,"1000,2600","21.6,36.6",,240
Thermaltake MeOrb II,,"1500,2500","18.5,28",,
Rosewill AIOLOS,,1500,24.6,,
Gelid Solutions GX7,,"750,1800","12,28",,
Prolimatech Basic 48,,"1000,2000",,,
LEPA AquaChanger 240,,"500,2300","14,35",,240
Thermaltake Frio Silent 12,,1400,"12,19.2",,
Scythe Mugen MAX,,"500,1300","13,30.7",,
Akasa Venom Voodoo,,"600,1900","6.9,28.9",,
Xigmatek Apache II,,"1200,2500",28,,
CRYORIG A40 ULTIMATE,,"600,2200","13,37",,240
Thermalright AXP-100 Muscle,,"900,2500","22,30",,
Antec Kühler H600 Pro,,"600,2400","16,35",,120
Thermaltake Riing Silent 12 Pro Red,,"300,1400","12,19",,
Alpenföhn Brocken 2,,1100,19,,
Alpenföhn Olymp,,"300,1400","8,26.8",,
Cooler Master Seidon 240P,,"800,2400","12,35",,240
Enermax LiqTech TR4 240,,"500,2300","14,28",,240
FSP Group Windale 6,,"600,1600",32,,
ARCTIC Freezer 33 TR (Black/Red),,"200,1800",24.4,,
ARCTIC Freezer 33 eSports Edition (Black/Green),,"200,1800",24.4,,
Zalman CNPS8X Optima,,"1200,2100","18.2,30",,
Enermax LIQTECH TR4 280,,"500,1500","14,25",Black,280
ID-COOLING AURAFLOW 120 SNOW,,"700,1800","18,35.2",White,120
Enermax Liqfusion 240,,"500,2000","14,28",Black,240
Rosewill PB240,,"600,1800",34.1,Black,240
RAIJINTEK MYA RBW,,"200,1400",28.43,Black,
ARCTIC Freezer 34 eSports DUO,,"200,2100",24.4,Yellow / Black,
Akasa Venom,,"600,1900","6.9,28.9",Yellow / Black,
Enermax Liqtech II 360,,"500,2300","14,28",Black,360
Jonsbo CR-201 HIVES (White),,"800,1600","18,26.1",White,
Cooler Master ML120L TUF Gaming Alliance Edition RGB,,"650,2000",15,,120
Enermax LIQTECH II 360,,"500,2300","14,28",White,360
Silverstone Tundra TD02-SLIM-V2,,"800,2200","16.5,27.4",Black / White,240
Phanteks PH-TC12LS_RGB,,,25,Black / White,
ID-COOLING IS-50X,,"600,1600","13.8,30.2",Black,
upHere ACC92CF,,"600,1700","16.1,27.7",Black,
upHere CCF150BE,,"600,1800","16.1,27.7",Black,
RAIJINTEK Orcus 240 RGW,80.62,"400,1800",28,Black,240
ID-COOLING ZOOMFLOW X,,"700,1500","18,26.4",White,360
Akasa K25,,"600,3000",28.71,,
Enermax AQUAFUSION,,"500,2000","17,32.6",White,120
Deepcool CASTLE 240EX RGB,,"500,1800",35,Black,240
Cougar AQUA,,"600,1800",35,Black,360
GAMDIAS CHIONE E2,,"800,1800",,Black,120
Akasa Soho H4,,"500,2000","14.2,31.8",Black,
Scythe Mugen 5 S,,"350,1800","4,22.9",Black / Silver,
Vetroo U6 Pro,,"700,1500","18.1,30.5",White,
ID-COOLING ICEFLOW ARGB,,"900,2000","16,31.5",White,240
ID-COOLING DK-17 PWM,,"600,2200","14.2,25.8",,
ID-COOLING SE-914-XT BASIC V2,,"600,2200",,,
ID-COOLING SE-914-XT ARGB V2,,"600,2200","14,25.8",,
ID-COOLING SE-223 BASIC,,"500,1600","16,20.2",,
ID-COOLING SE-213V2,,"800,1600","16,20.2",,
ID-COOLING SE-213 RAINBOW,,"500,1600","16,20.2",,
ID-COOLING AURAFLOW X 240 TGA,,"900,2000","16,31.5",Black,240
In Win Nebula NR24,,"400,1800",25,Black / White,240
Cooler Master GeminII M5 LED,,"500,1600",31,,
Cooler Master Vortex 211Q,,1500,,,
Noua Siberus TR360,,"800,1800","25,32",Black,360
Noua Sub-Zero AT240,,"800,2000",31,Black,240
Jonsbo CR-3000 Standard,,"600,1500","22,32",Black / Silver,
ID-COOLING IS-30A BLACK,,"800,3600","17,35.8",Black,
ID-COOLING IS-30i,,"800,3600","17,35.8",Black / Silver,
ID-COOLING FX120 ARGB,,"500,1800",35.2,Black,120
ID-COOLING IS-65-XT,,"500,2200",32.3,Black,
ID-COOLING SE-207-TR-AM,,"700,1800","15.2,35.2",Black,
ID-COOLING SE-214-XT-RX,,"700,1800",35.2,Red / Black,
ID-COOLING SE-214-XT-WL,,"700,1800",35.2,White,
ID-COOLING SE-912i-PWM,,"500,1800",22.8,Black / Silver,
Zalman ALPHA2 A24,,"600,2000",29.7,White,240
GAMDIAS BOREAS M2-510,,"800,1800","10,32",White,
GAMDIAS BOREAS E2-41D,,"800,1800","10,32",White,
Mars Gaming ML-ONE,,"600,1800","9,26",Black,360
Zalman Reserator 3 MAX,,"1000,2200","18.89,36.7",,120
Silverstone Argon AR09-115XS,42.37,"1200,5000","18.02,42.5",,
Gelid Solutions Rev. 2 Tranquillo,44.96,"750,1500","12,25.5",,
Noua Vex,,1500,,Black / Silver,
Mars Gaming ML-ONE,,"600,1800","9,26",White,360
Cooler Master GeminII S,,"1000,2000","17,21",,
Cooler Master RR-LEE-L911-GP,29.99,2200,17,,
Cooler Master V6 GT,,"800,2200","15,38",,
Dynatron T860,,"2000,6000","20.23,44.88",,
Evercool CI01-9525EP,,"900,2600","12,31",,
Thermaltake A4021,47.99,2200,18,,
Thermaltake CL-P0401,69.98,"1300,2000","16,24",,
Thermaltake CLP0534,,"1200,2400","20,26.9",,
Thermaltake CLP0579,,"800,2000","15,33.2",,
Zalman 9500A,,"1350,2600","18,27",,
Zalman CNPS9900MAX-R,,"900,1700","18,30",,
Zalman CNPS 9700 NT,,"1250,2800","19.5,35",,
Thermaltake CLP0574,,"800,1300",16,,
Zalman CNPS10X QUIET,,"700,1400",26,,
Zalman CNPS7000C-Cu,,"1700,2400","13.5,24",,
Zalman CNPS9900NT,,"1000,2000","19.5,38",,
Evercool HPK-10025EA,,1800,23,,
Masscool 8W501B1M3G,,2400,26.2,,
Rosewill RCX-Z1,,"1700,3100","18,33.4",,
Rosewill RCX-Z300,,,,,
Rosewill RCX-Z80-AL,,2500,22.41,,
Rosewill RCX-ZAIO-92,,"600,2500","14.5,25",,
Scythe SCMG-2100,,,26.5,,
Scythe SCNJ-3000,,"470,1900","9.8,27.3",,
Scythe SCRT-1000,,"470,1900","9.8,27.3",,
Scythe SCSMZ-2000,,"300,2500","7.2,31.07",,
Silverstone NT07-775,,"1200,1800","15,23",,
StarTech FANK8AM2,,2600,28,,
Zalman CNPS8000A,,"1400,2600","20,30",,
Zalman CNPS5X SZ,,"1400,2800","20,32",,
Xigmatek Balder SD1283,,"1000,2200",28,,
Xigmatek D982,,"1500,2500",22,,
Xigmatek HDT-S1283,,"800,1500","20,32",,
Xigmatek LOKI SD963,,"1200,2800","20,28",,
ZEROtherm CORE92,,"900,2500",19.5,,
ZEROtherm ZT-10D,,,0,,
ZEROtherm ZT-570D,,"900,2300",30,,
Thermaltake CLP0555,,"300,2500","12,16",,
Gelid Solutions Rev. 1 Tranquillo,,"750,1500","12,25.5",,
Gelid Solutions Slim Silence 775,,"1100,2300","15,24.5",,
Logisys MC3001IE,,"900,2200","17.8,34.6",,
Antec KUHLER H2O 920,,"700,2400",27.4,,120
Zalman CNPS12X,,"850,1200","22,24",,
Zalman CNPS7700ALCULED,,"1000,2000","22.7,37.1",,
ZEROtherm BTF90,,"750,2500","18,27",,
ZEROtherm ZT-1000D 1156,,3000,,,
Syba CL-CNL-EOLE802,,2200,25,,
Logisys MC6002GS,,"500,1500","17.6,27.6",,
Logisys IC221PWM,,"900,2400","17.8,26.4",,
Phanteks PH-TC14PE_RD,,"700,1200","13.4,19",,
Cooler Master Gemin II S524,,"800,1800","15.1,31.6",,
Phanteks PH-TC14CS_RD,,1300,"13.4,19",,
ARCTIC Alpine 11 Plus,,"600,2000",14,,
Zalman CNPS8000B,,"1400,2800","20,32",,
Masscool 8W2002F1M4,,"800,2800","20,34",,
Zalman CNPS8900 Extreme,,"1250,2800","19.5,35",,
Prolimatech PRO-MGH-B,,,,,
Zalman CNPS8900 Quiet,,"1000,1500","19,25",,
Evercool TTC-NK85TZ/V2(RB),,"800,2150","17.2,39",,
ARCTIC Freezer A30,,"400,1350",,,
Xigmatek ld964,,"1000,2800",22,,
Vantec VAF-1225,,"1000,2200","20,32",,
Dynatron R4,,,,,
Dynatron R22,,,,,
